category,product_title,product_price,product_rating,product_review_count,product_url,review_rating,review_date,review_title,review_content
Security Cameras,"LaView Security Cameras 4pcs, Home Security Camera Indoor 1080P, Wi-Fi Cameras Wired for Pet, Motion Detection, Two-Way Audio, Night Vision, Phone App, Works with Alexa, iOS & Android & Web Access",59.,4.3,"11,921",https://us.amazon.com/dp/B08JCS7QKL,4.0,"April 29, 2025",4.0 out of 5 starsPleasenly Suprised,"Usually when I go cheap on something, I end up regretting it. This time I've been suprisingly satisfied with these cameras. The install went fast as soon as I disabled the 5ghz broadcast from the wireless router. That was the only thing that slowed the installation down a bit. After that it connected in less than five minutes. The app is simple and easy to navigate. Getting the app to connect and share with other users was easy also. Right now I'm using it just to monitor so I'm operating without SD card or cloud storage with no problem. The sound gets a little muffled at times but the picture quality is good for the price. Have had up and running for close to two weeks and so far so good.Read more"
Security Cameras,"LaView Security Cameras 4pcs, Home Security Camera Indoor 1080P, Wi-Fi Cameras Wired for Pet, Motion Detection, Two-Way Audio, Night Vision, Phone App, Works with Alexa, iOS & Android & Web Access",59.,4.3,"11,921",https://us.amazon.com/dp/B08JCS7QKL,5.0,"September 25, 2025",5.0 out of 5 starsReliable product,I just use one camera so far it’s has good qualityRead more
Security Cameras,"DEKCO 2K Security Camera Outdoor 2Packs, WiFi Outdoor Security Cameras Pan-Tilt 360° View, 3MP Surveillance Cameras with Motion Detection and Siren, 2-Way Audio, Full Color Night Vision, Waterproof",79.,4.3,"5,876",https://us.amazon.com/dp/B09QPJDF78,5.0,"June 8, 2025",5.0 out of 5 starsGreat camera with a high quality app,"I recently purchased the 5 DEKCO 2K WiFi Surveillance Security Cameras for outdoor home monitoring, and overall, I’m quite impressed with the value it offers for the price.  We have one camera in our property in another State and 4 at our main residence.  They are fantastic.📷 Video QualityThe 2K resolution delivers sharp, clear images—definitely a step up from standard 1080p. Daytime footage is crisp and detailed, and the infrared night vision is surprisingly good, even in complete darkness. The built-in floodlight also enhances night visibility with color footage, which is a nice bonus.🎥 Pan-Tilt-Zoom (PTZ) & CoverageThe camera offers a wide 350° horizontal and 90° vertical rotation, which you can control remotely via the app. It covers a huge area with just one device, eliminating most blind spots around my front yard.📱 App & ConnectivitySetup was quick and fairly straightforward, although I did have to make sure my WiFi was on a 2.4GHz band (it doesn’t support 5GHz). The app (CloudEdge) allows for real-time viewing, motion alerts, and two-way audio. I’ve found the notifications timely and helpful, but sometimes a bit too sensitive (e.g., detecting moving branches).💾 Storage & PlaybackIt supports microSD cards up to 128GB, and there's also an option for cloud storage. I opted for the SD card to avoid monthly fees, and playback has worked reliably so far. However, a few users have mentioned occasional SD card issues, so I’ll keep an eye on that.🌧️ DurabilityThe camera is IP66 weatherproof, and it’s held up well during recent rainstorms with no issues.🗣️ Two-Way AudioThe built-in mic and speaker work fine for basic communication, though don’t expect perfect clarity. Still, it’s good enough to talk to a delivery driver or warn off a stranger if needed.⚠️ Things to ConsiderOnly supports 2.4GHz WiFi (no 5GHz).Motion detection can be a bit overactive.No smart assistant integration (like Alexa or Google Assistant).App could be more polished, but it gets the job done.✅ Final VerdictIf you’re looking for an affordable, feature-packed outdoor security camera with pan-tilt functionality, solid image quality, and no mandatory subscription fees, the DEKCO 2K is a great option. It’s ideal for homeowners who want to boost their security without breaking the bank.Read more"
Security Cameras,"DEKCO 2K Security Camera Outdoor 2Packs, WiFi Outdoor Security Cameras Pan-Tilt 360° View, 3MP Surveillance Cameras with Motion Detection and Siren, 2-Way Audio, Full Color Night Vision, Waterproof",79.,4.3,"5,876",https://us.amazon.com/dp/B09QPJDF78,5.0,"September 3, 2025","5.0 out of 5 starsThe Dekco 2K Wi-Fi Security Camera, is  a must have security system.","Buying this Dekco 2k Wi-Fi Security Camera is one of best decisions I've made in awhile.  It was very easy to install, took less than 20mins. to mount, get device programmed and up and running. The motion detection is awesome. You can set it in  human mode or all other objects, including pets. Everything you need dor security. Dekco would not disappoint you. It is definitely worth the price. The degree angle catches everything I need to see, with no surprises at all.Read more"
Security Cameras,"DEKCO 2K Security Camera Outdoor 2Packs, WiFi Outdoor Security Cameras Pan-Tilt 360° View, 3MP Surveillance Cameras with Motion Detection and Siren, 2-Way Audio, Full Color Night Vision, Waterproof",79.,4.3,"5,876",https://us.amazon.com/dp/B09QPJDF78,5.0,"August 24, 2025",5.0 out of 5 starsWeather proof Security cam,Sweet cam! It has a up and down and left to right function. The setup is easy. The cam got detected through my wifi instantly. You can download the app on your app store for free. I have 3 of the old Dekco cams. I like this new one better. I have a gfi  for the camRead more
Security Cameras,"DEKCO 2K Security Camera Outdoor 2Packs, WiFi Outdoor Security Cameras Pan-Tilt 360° View, 3MP Surveillance Cameras with Motion Detection and Siren, 2-Way Audio, Full Color Night Vision, Waterproof",79.,4.3,"5,876",https://us.amazon.com/dp/B09QPJDF78,4.0,"July 19, 2025",4.0 out of 5 starsReally good product,Super good quality for video. Up and running with 4 cams for the last 2 weeks. Audio is mediocre of would have been 5 stars. Super easy set up and mounting. Overall great product for the priceRead more
Security Cameras,"DEKCO 2K Security Camera Outdoor 2Packs, WiFi Outdoor Security Cameras Pan-Tilt 360° View, 3MP Surveillance Cameras with Motion Detection and Siren, 2-Way Audio, Full Color Night Vision, Waterproof",79.,4.3,"5,876",https://us.amazon.com/dp/B09QPJDF78,5.0,"October 17, 2023",5.0 out of 5 starsDO NOT BUY THIS MODEL - REVIEW UPDATED,"DEKCO 2K WiFi Surveillance Security CameraMost recent update: DO NOT BUY THIS MODEL. I have ordered many and they all have problems. However, the cameras, when working properly, are great. But you can't get them anymore. So... look on Amazon for the ""5MP"" version which is just barely different but not really. It's nearly the same and it works perfectly. I just ordered 4 more for my mother's house and they all work flawlessly, albeit they all struggle with connecting to Apple phones. The rest of this review was written BEFORE I bought the 5MP versions so keep that in mind. The following review is for the version you're seeing here on this page.Update: So the other cameras I bought that I hadn't installed yet all failed. All of them got stuck at the initial setup stage with just a blinking green light (which is not defined in the user manual). So I had to send all the cameras back except the one I was already using which still works. I also looked in the Questions and Answers area on Amazon on this product and I found out that I'm not the only one going through this. So apparently this is version 2 of their product which is a complete bust. Version 1 worked great. You can't buy version 1 anymore. So... I don't recommend you buy this product anymore. I've taken it down from a 4 star to a 1 star.Here is my original review:This review is for the DEKCO 2K WiFi Surveillance Security CameraSo let me just start by listing off all the things wrong with it. I'll get that out of the way first.1. The screws they give you are really cheap. It's easy to break them. Get better screws and you won't have to drill your holes first.2. The motor mechanism that turns left/right/up/down will burn out eventually. Try not to use it too much. It's not a video game. If it moves too much because it's tracking motion, it will eventually run out. And when looking down, it won't be able to look back up unless you go out there and turn it up yourself.3. The setup process can be a bit finicky sometimes. I've had to go through the exact same setup process four times until it finally took.4. The quality and volume of the microphone and speaker leaves a lot to be desired.5. The cloud option isn't very useful.6. There is no zoom feature. But you can ""pinch"" to zoom on your phone but that only lets you zoom in on the image on your phone. The camera, itself, doesn't actually zoom.7. Even with a porch light, when pitch black outside, the night vision only works to about 10-15 feet at best.I want to say that I really do like this camera. I like it so much that I went from purchasing 1 to purchasing 4 total (so far). I really wish it offered ""starlight"" technology instead of relying on the red lights because red lights attract bugs and thus sets off the motion detection all the time.I HIGHLY recommend getting a 2 or 3 year protection plan. After all, this device is made in China.I recently installed another one of these and it will be a little exposed to the weather. So we'll see how that goes. (edit: has gone very well)Read more"
Security Cameras,"SEHMUA 2K Solar Security Cameras Wireless Outdoor, 2 Pack 360° View Pan/Tilt WiFi Security Camera Outside with Color Night Vision,Easy to Install, PIR Alarm, 2-Way Audio",69.,4.3,"1,844",https://us.amazon.com/dp/B0CKW5WK3X,5.0,"October 7, 2025",5.0 out of 5 starsGood product,"Great value for what it’s worth. Incredible easy to install, all you need is a drill and an afternoon and you’re all set. The tricky part was the solar panels but I figured it out. The connection is solid, and the panels keep the camera charged all day. I will say that the camera has trouble recognizing pets and will not record them as I want it to. Also I have had trouble sharing camera access, as you can only share it via Email. Nonetheless still a good system and value.Read more"
Security Cameras,"SEHMUA 2K Solar Security Cameras Wireless Outdoor, 2 Pack 360° View Pan/Tilt WiFi Security Camera Outside with Color Night Vision,Easy to Install, PIR Alarm, 2-Way Audio",69.,4.3,"1,844",https://us.amazon.com/dp/B0CKW5WK3X,5.0,"September 26, 2025","5.0 out of 5 starsVery good cameras, pleasantly surprised considering their lower price","Overall, very pleased with these cameras. They have great picture quality. The ability to rotate their view direction around remotely from the app is very convenient. They connect extremely well. Even with only 1 bar of signal for the one we put at the back of our property, it still connects, it still loads quickly when I tap the camera in the app, it still plays videos seamlessly without hanging or lagging. The 2 way audio works without a huge delay in the audio. It's fun saying our stray cats name and watching him look all over the deck for me lol Okay, that's probably mean, but so far I haven't seen any hoomans on my deck to talk to.The motion detection sensitivity settings work very well. Even on low, bugs do occasionally trip them at night. But during the day, adjusting the sensitivity to med or high easily adjusts whether the cameras are activated by cars driving by on the road, or just when people or a car is on our property. They say the range for high is about 30ft, but I think it's actually about 40ft based on where I have the cam and where it detects motion when set on high. So not bad at all.They have great range as well. I have two mounted in trees at the front of the property, and two mounted in trees on the back of the property. From those 4 positions I can see every inch of our 2.5 acre lot. The range is going to depend largely on what kind of router you have an if you're using range extenders. We use an Eero router which is positioned at the front of the house, and have a range extender mounted at the back of the house. To connect the cameras in 2.4ghz, I had to go into the Eero app, into troubleshooting, then ""my device requires 2.4ghz"", where it lets you pause 5ghz for 10 minutes. (I had to call my Internet provider for tech support to explain how to do that lol) Our range extender automatically jumps between 2.4 and 5 depending on the connection type to the main router, but check your range extender if you have one to make sure it does that... I then turned off the wifi on my phone and then turned it back on to make sure it was connected to the 2.4ghz while setting up the cameras. I had to do that twice since the 10 minute timer ran out after setting up 3 cams. So a bit of a hassle. But that ensures that the cameras connect to the 2.4ghz setting. 2.4g isn't as fast as 5g, but it has better range and wall penetration than 5g, so it makes sense why Sehmua chose that bandwidth for their cams. On 2.4g, these cameras connect to WiFi in places on our property where my phone doesn't even connect.The batteries and solar panels work great together. Even on a cloudy day 3 cameras were all still over 90%. One camera is mounted in a sort of shaded spot back in the trees and it was around 70% on a cloudy day. So they work well. And there is an included USB c cable to connect them to a wall outlet to charge if they can't get enough sun where you place them. However the instructions do say to limit how often you manually charge them like that, so the batteries are probably mainly designed for slow trickle charging from the solar panels.I bought these to replace another camera brand that I ended up returning because they had connection issues and all sorts of other problems. But these cams from Sehmua work flawlessly. The app is very intuitive and functions well. The cloud storage is a bit pricey, $40 per camera, per year, but the cameras themselves weren't that expensive so it wasn't that big of a deal. I got these cams on sale for 80/pair, so I bought two pair. Think I'll probably order another 4 of them for full coverage of my property. The 4 I have cover the whole property, but there's a couple blind spots and I'd like to have some cameras positioned so that they can get close up views of faces at the front and back doors.Very pleased with them. The only feature I'd like to see added is the ability to program an auto-pan feature where the camera occasionally looks to another direction for a few minutes, and then rotates back. They're still great cams without that, but it would definitely add a lot to their value if that could be added to the firmware/software.Will definitely be buying more of these cams. Very pleased and a satisfied customer.Read more"
Security Cameras,"SEHMUA 2K Solar Security Cameras Wireless Outdoor, 2 Pack 360° View Pan/Tilt WiFi Security Camera Outside with Color Night Vision,Easy to Install, PIR Alarm, 2-Way Audio",69.,4.3,"1,844",https://us.amazon.com/dp/B0CKW5WK3X,4.0,"July 6, 2025",4.0 out of 5 starsGreat camera so far!,"I ordered an aftermarket gutter bracket to install so I didn’t have to drill into my brick.  The quality of the video is better than the quality of my much more expensive ring spot light camera.  You do have to purchase a subscription to store footage though, but for about the same price I pay for my ring, well worth it.  I will follow up in six months to update on battery life.  The only thing I dislike is the camera doesn’t come with the SD card, and you must purchase it separately.Motion detection:Great motion detection.Ease of use:Ease to set up, and use.Camera functionality:Two cameras cover my entire front of my home.Functionality:The system is easy to operate.Read more"
Security Cameras,"SEHMUA 2K Solar Security Cameras Wireless Outdoor, 2 Pack 360° View Pan/Tilt WiFi Security Camera Outside with Color Night Vision,Easy to Install, PIR Alarm, 2-Way Audio",69.,4.3,"1,844",https://us.amazon.com/dp/B0CKW5WK3X,5.0,"August 19, 2025",5.0 out of 5 starsVery nice cameras,"Very clear picture, good sound both ways. I keep them by my chicken coops to ward away preying critters, by the garage, 1 facing the entrance to our driveway, one on the back side of the house and 2 inside my house. I love that the light comes on and then the siren sounding alarm goes off (you can turn that on or off). Works great at night. And the night vision is very clear. The motion detection is spot on. Even on peripheral. And you can set the area you want to zone in on. You can also set it to catch human detection or notI don't like that you have to buy a storage subscription for each individual camera. I have 6 total on our property, and that's not cheap.Read more"
Security Cameras,"SEHMUA 2K Solar Security Cameras Wireless Outdoor, 2 Pack 360° View Pan/Tilt WiFi Security Camera Outside with Color Night Vision,Easy to Install, PIR Alarm, 2-Way Audio",69.,4.3,"1,844",https://us.amazon.com/dp/B0CKW5WK3X,5.0,"September 17, 2025",5.0 out of 5 starsThe Best $75 Dollars You Will Spend This Year,"The best $75 dollars I have spent all year!!!! First off, the installation was easy and straight forward. I would recommend setting ALL of the cameras up before purchasing a subscription but you don’t have too! There is a slot in the top of the camera for an SD card that you can easily toggle between your SD memory card or your cloud subscription! Secondly, when I connected the cameras to my home network and installed the app on my phone I was under the assumption that the camera app only worked while on my home network, I was wrong! I can see activity whether I am on my home network or at work. I can easily rewind and download footage directly to my phone if need be! Third, is my ability to rotate my cameras, activate night vision, talk to intruders from the speaker of the camera and adjust sensitivity settings all from my phone! The last thing that I want to talk about is the solar panels. The camera comes with internal batteries that charge via the solar panels or a dedicated power cable that comes with the cameras. I am so pleased that I am going to buy another set for my backyard and one blind spot that I have near my car port! Do yourself a favor, and invest in the safety of your home!Read more"
Security Cameras,"ANNKE 8CH H.265+ 3K Lite Wired Security Camera System with AI Human/Vehicle Detection, 4 x 1920TVL 2MP CCTV IP67 Cameras with Smart Dual Light for Outdoor Use, Color Night Vision, 1TB Hard Drive",169.,4.4,"2,974",https://us.amazon.com/dp/B00ZZMVC1Y,5.0,"December 11, 2022",5.0 out of 5 starsGreat System/Bot Customer Service,"UPDATE: 12/15/2022 -Annke stepped in to show themselves honorable. Apparently, a supervisor took over my case. She looked back through my emails, saw my frustration - and the problem - and set out to solve it. First, after clarifying a few things, she advised that they are retraining their newer agents in how to better deal with customers who need a little extra help with all the internal settings - because this system does offer quite a bit of fancy features and not everything could be listed in the manual.They are also looking to update some other issues so that customers walk away with the info they need on a more timely schedule. And, lastly, they offered to send us two extra cameras for our trouble - which does indeed show a genuine concern for customer satisfaction - and I must say, I was not expecting that one at all. Obviously, they are truly intent on customer satisfaction - and I feel much more comfortable about the product now.Thank you, Annke. In lieu of the extra steps you are taking to provide better customer service - and the FACT that this system is truly kickass - It's a definite recommendation!!(PREVIOUS REVIEW)Though I've had it for less than a week, the system - SO FAR - is pretty good.  Excellent picture quality, easy physical installation. It does have a hard drive but doesn't have an internal wifi connection - and this has caused an issue - b/c I could never get it to cooperate with my phone. The phone app setup was grinding and just would not cooperate. I installed the system on my large TV and the video is great, though no matter what I try, it won't send emails to alert me of threats as it's supposed to.The worst part is CUSTOMER SERVICE.They offer a number but a human NEVER answers. You are told to go online to CHAT - but when you do - there's nobody to help you there either. You have to send an email and wait for someone to contact you - and when asking for clarification on a couple of setup issues with regard to downloading and saving video - the reply was simply to follow the instructions in the manual. SERIOUSLY?The playback is a bit tricky as well. Playback includes an entire minute before the ""scene"" and an entire minute after it's over. I tried to check if that could be changed up a bit but - without customer service to directly address this - I could not find the internal setting to adjust (if even possible).They also do not specify how long the videos are kept on any setting before overwrite kicks in - but a professional electronics guy told me his lasted about 6 months on continual record. He also helped me figure out the correct way to download and back up the video I needed since I couldn't get wifi connection -and the instructions for any remedy were not available.Granted, most people who work with electronic setups for a living or hard drives, etc., may not have issues. I'm not completely ignorant of these things either as I'm always working with different setups and even built two of my own websites. But, to ME, I had to reread the instructions over and over for clarity - and still, some were just not clear.You will also need a magnifying glass to read the instructions or use your phone's camera to zoom in. The print is SUPER, SUPER SMALL and on some of the setup pics - the images are too blurry to read at all.I would suggest this product (minus customer service) for now because - if it lasts - it's truly great quality video.Godspeed.Read more"
Security Cameras,"ANNKE 8CH H.265+ 3K Lite Wired Security Camera System with AI Human/Vehicle Detection, 4 x 1920TVL 2MP CCTV IP67 Cameras with Smart Dual Light for Outdoor Use, Color Night Vision, 1TB Hard Drive",169.,4.4,"2,974",https://us.amazon.com/dp/B00ZZMVC1Y,5.0,"December 19, 2023",5.0 out of 5 starsGreat system at a good price point,"I got this Annke security DVR system a few months back to replace a 2006 era Q-SEE wired camera system, and I recently got around to installing it.  The old system was a 4 camera one, and the new Annke system is an 8 camera system, but this model ships with 4 cameras.  I had planned to simply use my old cameras with the new system to fill in the remaining slots.  However, after seeing the MASSIVE improvement in video quality, night vision quality (IR illumination), and an number of other factors, I decided to order 4 more matching cameras to upgrade to all 8 HD cameras.  I didn't spend a ton and get a 4k system like I was considering, but I am still quite impressed with the quality of these HD cameras (1920x1080).  I can easily zoom in and read license plates, get good facial views on people, and see smaller details on animals, day or night.  It's a huge improvement over the 960x480 system I had before, and for the price point, I'm very satisfied.  I didn't have to swap out any wiring to replace my old cameras, and it was straightforward to wire up the new ones. So far, I'm impressed with the performance and the DVR is SILENT, especially compared to my old one! I'm not sure what some reviewers were referring to when they said their DVR was loud. Other than a minor whir of the hard drive if you stick your head up close, it's dead quiet. Here's to hoping I get 17 years out of this system like I did my last one!Read more"
Security Cameras,"ANNKE 8CH H.265+ 3K Lite Wired Security Camera System with AI Human/Vehicle Detection, 4 x 1920TVL 2MP CCTV IP67 Cameras with Smart Dual Light for Outdoor Use, Color Night Vision, 1TB Hard Drive",169.,4.4,"2,974",https://us.amazon.com/dp/B00ZZMVC1Y,5.0,"July 30, 2025",5.0 out of 5 starsSystem setup assistance.,I ordered this DVR system through Amazon it was delivered to the wrong address. But thing dynamically improved when I needed tech support with the setup due to my on user error with the mouse. Geraldine Awesome providing expert support which nothing compares. Step by step and genuine communication. The system is great and image resolution is very clear. Geraldine even assisted in getting the app set up and it is very good. I sincerely hope all tech support experts are like her if I need help in the future.Read more
Security Cameras,"ANNKE 8CH H.265+ 3K Lite Wired Security Camera System with AI Human/Vehicle Detection, 4 x 1920TVL 2MP CCTV IP67 Cameras with Smart Dual Light for Outdoor Use, Color Night Vision, 1TB Hard Drive",169.,4.4,"2,974",https://us.amazon.com/dp/B00ZZMVC1Y,4.0,"September 11, 2025",4.0 out of 5 starsGreat budget CCTV System,"I was able to install this system in my house hassle free on my own, quality is pretty good, I wished the angles were more wide but for the price range I cannot complain, high quality recording, I record events on it that happen which makes it easier to follow up on events rather than record everything and get stuck looking for specific part to watch, and it overwrites old footage if it becomes full, and has great night vision and flashing light that senses movement and I comes with Network connection with no subscription to check on your house even if you are in another country using the ""Annke vision"" app. Very recommended.Read more"
Security Cameras,"Security Cameras Wireless Outdoor, 2K Battery Powered AI Motion Detection Spotlight Siren Alarm WiFi Surveillance Indoor Home Camera, Color Night Vision, 2-Way Talk, Waterproof, Cloud/SD Storage",29.,4.2,"12,215",https://us.amazon.com/dp/B0B5GRGB58,5.0,"September 26, 2023",5.0 out of 5 starsI am incredibly impressed with this product! I feel so much safer.,"For the very affordable price, this camera is unexpectedly amazing. I have never owned a security camera before. This seemed like a good, basic starter camera. It was easy to download the app and set the camera up. The app is intuitive, and I haven’t run into any problems with it. The app itself seems very well designed.The camera quality is very clear. Night vision is very good as well—last night it even notified me at 3 am when a raccoon walked across my yard. It wasn’t even super close to the camera! I included a picture of the camera view during the day and at night.I love that I get notified on my phone whenever it senses activity. There have been a few times where it sensed activity/recorded/notified me, but there wasn’t actually anything going on in the video. However, this does not bother me, as I would rather the motion sensor be overly sensitive than not sensitive enough/miss things.I didn’t know you could even speak into the camera from your phone—honestly so cool!! I am so impressed with everything about this camera. It truly makes me feel more safe/secure. Especially because it notifies my phone when I’m out of the house if there is any activity in the camera. So far, this product is a 10/10 for me, I would highly recommend it. I am considering buying a second one for my back door. This camera was everything I wanted in a security camera, plus even more extra features that I wasn’t expecting (like speaking into phone to play on the camera speakers). I have no regrets about this camera so far. Although I’ve only had it set up for 4 days, so I can’t speak on the longevity of the product. But as of now, I am super happy with my purchase.Edit: About 2 months later, I felt the need to update my review with my current thoughts. I was really hoping that this camera would continue to work, and good news—This camera is still AMAZING. I actually still haven’t had to charge it since I wrote my original review, which is sort of insane because it’s been constantly on ever since I purchased it. I am so impressed with the battery life. I literally don’t have a single negative thing to say about this camera. It works so perfectly. I get notified on my phone the second something pops up on the camera. The app is great, and lets you go back and rewatch recorded events/download them to your phone. I haven’t had any sort of glitches or problems with the app whatsoever. This has genuinely been one of the best purchases I’ve ever made on Amazon lol. The peace of mind it gives me is so wonderful. I would recommend this camera to anyone looking for a great security camera. 10/10 purchaseEDIT #2: It's been 7 months since I purchased this. It still works just like it did when I bought it! I'm really impressed by this, as so many products out there start to break down over time. But not this one! (at least so far lol). This has been a good investment. The battery life is still great, the app still works well, the picture quality is still great, and I still feel safer because of it! I like it so much that I came back and made a second edit to my review. Lol.Read more"
Security Cameras,"Security Cameras Wireless Outdoor, 2K Battery Powered AI Motion Detection Spotlight Siren Alarm WiFi Surveillance Indoor Home Camera, Color Night Vision, 2-Way Talk, Waterproof, Cloud/SD Storage",29.,4.2,"12,215",https://us.amazon.com/dp/B0B5GRGB58,5.0,"January 20, 2025",5.0 out of 5 starsMy issues/thoughts,"Not relevant to the product review, shipping and packaging arrived in a timely manner undamaged.I had issues connecting using mobile data. I reached out to customer support, I took a day or two before I got any real response. I was told they were looking into it. I did all sorts of research, and trying very variations of settings to resolve the issue. I have let my neighbor connect and they have no issue using mobile data to view live view. I have unlimited plan, 5G full bars and still could not connect, phone had plenty of memory and was new enough. What it ended up boiling down to, was the Android version. I was working with 11. I now have 14, and I have no issues connecting using mobile data.These cameras are phenomenal, the clarity is fantastic. For the price they are definitely worth it. The app still needs work. There are a lot of things I would change about it. You have to search to find certain things, but wants to know where it is it's easy enough to find.The AI That's used with these cameras is very intelligent, it knows if it's a person that knows if it's a pet or a combination of both, it knows when a vehicle is on screen, when you get your notifications it will specify what variation is part of the motion activated clip. The biggest downside is the camera captures every movement, if an ant moves on a leaf, it captures it. What this does is forces you to turn off all notifications except specific ones like people, pets maybe vehicles. Every motion activated clip gets uploaded, so if these are indoor cameras I would not advise.Customer service is responsive, although, I believe they hope if they wait long enough to give you a definitive answer, you will solve it on your own. If buying multiple cameras on setting them up at the same time make sure you set the last one up that you want to be at the top of the app as there's no way to reorganize the order in which the cameras are on the app so the first one you set up will be at the bottom. I asked if this was something they were going to work on, they said that they would pass the information on to the technical department.You don't buy the subscription, they get three days of cloud coverage, but you are very limited in what you can do using the app. Therefore you will just get notification after notification of movement, by having the app you can have the AI step in and filter through and only show you movement of people and pets and cars, the other motion activated eclipse will still be recorded and uploaded you just won't be bombarded with notifications.I told the company once my issues get sorted out I would give them five stars, they started off at 3, I would have been a two but for the price, you're actually sitting back just thankful it works at all. So for the price and the quality, and they do eventually get back to you with customer support, these are definitely five star cameras. The app they use is called VicoHome. They have a couple different options as far as subscriptions go, ultimately you're better off just spending the extra 9 or $15 and getting the ultimate.Read more"
Security Cameras,"Security Cameras Wireless Outdoor, 2K Battery Powered AI Motion Detection Spotlight Siren Alarm WiFi Surveillance Indoor Home Camera, Color Night Vision, 2-Way Talk, Waterproof, Cloud/SD Storage",29.,4.2,"12,215",https://us.amazon.com/dp/B0B5GRGB58,4.0,"May 7, 2025",4.0 out of 5 starsGreat camera but beware of cost for subscription before buying,"So far these cameras are working good.They were relatively easy to set up even for somebody that is not very tech savvy. The app walks you through everything. Something to note, there is an upgraded paid feature that cost $45 a year per camera. Or they have an unlimited plan if you’re going to have more than two cameras I believe it was like $150 a year.You pretty much can’t do anything without the subscription. There is one feature available on the free plan and then everything else is only available on premium.That being said, for us a family of five with not a lot of wiggle room in our budget, this has been an affordable alternative to home security systems.Pretty much all of the cameras available on here have similar subscriptions  required.I do like that you do not have to have a specific monitor.We live in a very safe neighborhood, but one of these for peace of mind and due to issues with a toxic coparent.For $90 a year and just the initial cost of the cameras it’s doable and reasonable.The quality of the picture, sounds, and recordings is amazing.Read more"
Security Cameras,"Security Cameras Wireless Outdoor, 2K Battery Powered AI Motion Detection Spotlight Siren Alarm WiFi Surveillance Indoor Home Camera, Color Night Vision, 2-Way Talk, Waterproof, Cloud/SD Storage",29.,4.2,"12,215",https://us.amazon.com/dp/B0B5GRGB58,5.0,"October 1, 2025",5.0 out of 5 starsGreat value and easy to use,Great cameras. Easy to set up and connect to wifi. Very durable in all weather types. I have one on my RV connected to starlink and one on my home network. Nigh vision is a must for me and these do not disappoint.Read more
Security Cameras,"Security Cameras Wireless Outdoor, 2K Battery Powered AI Motion Detection Spotlight Siren Alarm WiFi Surveillance Indoor Home Camera, Color Night Vision, 2-Way Talk, Waterproof, Cloud/SD Storage",29.,4.2,"12,215",https://us.amazon.com/dp/B0B5GRGB58,5.0,"August 27, 2025",,A melhor escolha para câmera com bateria. Comprei dia 07/09 e ainda não carreguei.A imagem é boa.Read more
Security Cameras,"aosu Security Cameras Outdoor Wireless, 4 Cam-Kit, No Subscription, Solar-Powered, Home Security Cameras System with 360° Pan & Tilt, Auto Tracking, 2K Color Night Vision, Easy Setup, 5G & 2.4G WiFi",319.,4.3,"2,239",https://us.amazon.com/dp/B0CNRDG796,5.0,"September 10, 2025",5.0 out of 5 starsIt exceeded my expectations,"I wasn't expecting these cameras to perform the way they did. I used to own a commercial grade HiDef IP security camera systems company using hardwired installations Cat5e or Cat6 and going from that to a no name brand and wireless and solar you can imagine my hesitation. Im happy to say that I am very impressed by the quality and functionality and ease of use and set up. Many customizable features including type of night vision, motion detection alerts, sound recording and live listening, PTZ and auto tracking but you can turn that off and have fixed positions which is what I recommend. My order came with a bad camera and the company send me a replacement right away and didn't ask to return the bad one. So far I'm very pleased and is just what I needed for easy installation, operation and everything else you need. You have no monthly fees unless you want longer storage time using the cloud but the main unit works just fine and is more than enough for what I want. The solar panels also do a great job in keeping the batteries fully charged to 100% all the time and the battery life is insanely good. its never below than 95% before the sun is out to charge them to 100% again.Read more"
Security Cameras,"aosu Security Cameras Outdoor Wireless, 4 Cam-Kit, No Subscription, Solar-Powered, Home Security Cameras System with 360° Pan & Tilt, Auto Tracking, 2K Color Night Vision, Easy Setup, 5G & 2.4G WiFi",319.,4.3,"2,239",https://us.amazon.com/dp/B0CNRDG796,5.0,"August 28, 2025","5.0 out of 5 starsGreat cameras, great value & easy to use.","Amazingly easy to setup and install, the app is very easy to use and makes the setup a breeze. The solar panels do not need direct sunlight to charge, ambient light is enough to keep it charged (so far at least.) Video quality is good and the tracking in really accurate, only tracking human shapes when that setting is chosen (it does not track cars passing my front yard after making that change.)My one big issue is the sound quality, if there is any wind at all it's about impossible to hear anything other than the wind, seems like the mic needs a windscreen. Also, while the included storage is fairly big (after a week of install I have only used 1gb of the 30gb available) it would be nice if there was a way to use SD cards to expand your storage if needed. No subscription is needed (but is available if you want cloud storage).Very happy with my purchase and will be buying an Aosu doorbell camera after my good experience with this product.Read more"
